Simulation,Random Number,Mapped Casualty Value
1,0.9762936357765856,12.24137931
1,0.5163531818180918,5.33744856
1,0.15526188611312863,2.713157895
1,0.25333811078541735,2.98094028
1,0.803013312601168,12.24137931
1,0.1837435783164807,2.724409449
1,0.5161261051522242,5.33744856
1,0.9182635473582594,12.24137931
1,0.4707377158690651,5.33744856
1,0.8573727594613882,12.24137931
1,0.5280094733158145,5.33744856
1,0.3396764486915955,3.986975398
1,0.9367277679946069,12.24137931
1,0.20585551662531232,2.724409449
1,0.1545891837210872,2.713157895
1,0.9005680949215261,12.24137931
1,0.046190194935020745,0.887675507
1,0.0039777401480944885,0.2342857143
1,0.10466373963582865,2.713157895
1,0.2741438293076429,2.98094028
1,0.20903499637077783,2.724409449
1,0.5171253512768337,5.33744856
1,0.9291207549939079,12.24137931
1,0.8024411111031321,12.24137931
1,0.3915140648530584,3.986975398
1,0.13234608891143917,2.713157895
1,0.21700382882423663,2.724409449
1,0.4922118767223478,5.33744856
1,0.5500374411831289,6.222634508
1,0.3672927133365931,3.986975398
1,0.8106145481842744,12.24137931
1,0.05300813599496801,0.887675507
1,0.36725675613942244,3.986975398
1,0.5211081308253062,5.33744856
1,0.1724608266635016,2.724409449
1,0.6947024218073292,12.24137931
1,0.3509324579368891,3.986975398
1,0.40399345344591653,5.33744856
1,0.8337139035584556,12.24137931
1,0.8800794744209233,12.24137931
1,0.8794345762674404,12.24137931
1,0.944584437667466,12.24137931
1,0.22730809438206823,2.98094028
1,0.32485218002957106,3.986975398
1,0.4212966226946221,5.33744856
1,0.5475754722362088,6.222634508
1,0.1833100575371911,2.724409449
1,0.4207910815015612,5.33744856
1,0.11040013541129534,2.713157895
1,0.4698342721160039,5.33744856
1,0.32500914199285336,3.986975398
1,0.28278464388578306,2.98094028
1,0.7268807356333544,12.24137931
1,0.46991661016404074,5.33744856
1,0.18854387246257387,2.724409449
1,0.8778396132919611,12.24137931
1,0.7643450918973587,12.24137931
1,0.968211307442333,12.24137931
1,0.26059363008171865,2.98094028
1,0.07422227167276374,0.9801084991
1,0.5472956762017374,6.222634508
1,0.6153404339160583,6.222634508
1,0.17866905293737412,2.724409449
1,0.12637127744441945,2.713157895
1,0.7202071908348382,12.24137931
1,0.8941397436877268,12.24137931
1,0.14765028856893014,2.713157895
1,0.9214228624062438,12.24137931
1,0.23669687775717252,2.98094028
1,0.8586230536660036,12.24137931
1,0.8360679778767917,12.24137931
1,0.9116330731277402,12.24137931
1,0.96842490562834,12.24137931
1,0.7571206712598503,12.24137931
1,0.259423819360195,2.98094028
1,0.368931873604198,3.986975398
1,0.6808069752153572,6.222634508
1,0.9235140130370197,12.24137931
1,0.4073859293026232,5.33744856
1,0.8899636870744593,12.24137931
1,0.6745955052093344,6.222634508
1,0.05830495439769001,0.887675507
1,0.5818656916184881,6.222634508
1,0.7679232359370503,12.24137931
1,0.5010873381891632,5.33744856
1,0.9279549224138621,12.24137931
1,0.8994026131702493,12.24137931
1,0.3159536330783772,3.986975398
1,0.05825229254960007,0.887675507
1,0.3405597934183543,3.986975398
1,0.2914796321113461,2.98094028
1,0.6316957016004157,6.222634508
1,0.8648908416945407,12.24137931
1,0.37358373082180485,3.986975398
1,0.443264474213661,5.33744856
1,0.5798130474389943,6.222634508
1,0.42041916108700117,5.33744856
1,0.5446484832387491,6.222634508
1,0.09202757016028162,2.713157895
1,0.20456702470394028,2.724409449
1,0.5412792554846736,6.222634508
1,0.28259327834581305,2.98094028
1,0.06287644146872351,0.887675507
1,0.9913257324864311,12.24137931
1,0.7825276833368142,12.24137931
1,0.419745272676167,5.33744856
1,0.5036846100982646,5.33744856
1,0.46949855052578904,5.33744856
1,0.4598398200397428,5.33744856
1,0.03144988910797253,0.8855140187
1,0.5783689779181217,6.222634508
1,0.020342660525190515,0.8855140187
1,0.18083856571160506,2.724409449
1,0.1050907986139914,2.713157895
1,0.24674802518796357,2.98094028
1,0.6127623036261909,6.222634508
1,0.06175245200560209,0.887675507
1,0.6518809011927988,6.222634508
1,0.3658603158616103,3.986975398
1,0.4317107046537435,5.33744856
1,0.9666659639690385,12.24137931
1,0.7658676124882089,12.24137931
1,0.30866837562876626,3.986975398
1,0.8365662811567547,12.24137931
1,0.4311976841210866,5.33744856
1,0.8445650994634113,12.24137931
1,0.9896135581896797,12.24137931
1,0.13434546319464358,2.713157895
1,0.5365450695816878,6.222634508
1,0.1970358865936802,2.724409449
1,0.8814635154434131,12.24137931
1,0.9468353050225699,12.24137931
1,0.4033929903691078,5.33744856
1,0.35814599586971485,3.986975398
1,0.2733789167861619,2.98094028
1,0.2510497605843208,2.98094028
1,0.9670144436960907,12.24137931
1,0.0574290675158774,0.887675507
1,0.6732375238477433,6.222634508
1,0.10524841107039207,2.713157895
1,0.8288738444262863,12.24137931
1,0.7140565208988212,12.24137931
1,0.013255899094077539,0.4783950617
1,0.013682803970095359,0.4783950617
1,0.8021298983906424,12.24137931
1,0.7769497652157741,12.24137931
1,0.9306126009771778,12.24137931
1,0.6039855314000202,6.222634508
1,0.2904901230088872,2.98094028
1,0.2601653355567384,2.98094028
1,0.013317759633658444,0.4783950617
1,0.4325860215920282,5.33744856
1,0.4421432672846026,5.33744856
1,0.7621216826993205,12.24137931
1,0.06907816204604311,0.9801084991
1,0.3580629026968114,3.986975398
1,0.7111090605443143,12.24137931
1,0.5021673233464192,5.33744856
1,0.3178677992846125,3.986975398
1,0.07012208422743682,0.9801084991
1,0.9696830632174346,12.24137931
1,0.9119309456030217,12.24137931
1,0.29103833150805447,2.98094028
1,0.4593142073601144,5.33744856
1,0.4611634324908943,5.33744856
1,0.5862407481754085,6.222634508
1,0.5310077184878824,5.33744856
1,0.9193487252729834,12.24137931
1,0.33033977035365936,3.986975398
1,0.2782645733148824,2.98094028
1,0.8570396781004919,12.24137931
1,0.9351267184423309,12.24137931
1,0.6076784221222279,6.222634508
1,0.7828031515388032,12.24137931
1,0.2649617432160738,2.98094028
1,0.20123019827001176,2.724409449
1,0.36972444835788487,3.986975398
1,0.9650461558053549,12.24137931
1,0.725061155346752,12.24137931
1,0.9324912137764737,12.24137931
1,0.14690230284776107,2.713157895
1,0.9143301297972654,12.24137931
1,0.6661764468927296,6.222634508
1,0.3663657360091913,3.986975398
1,0.7736958578283465,12.24137931
1,0.13820159256384523,2.713157895
1,0.10809611481323655,2.713157895
1,0.16772777041087283,2.724409449
1,0.11360165622356666,2.713157895
1,0.5041435680509089,5.33744856
1,0.6183958080179703,6.222634508
1,0.5216758591674125,5.33744856
1,0.36610980265799875,3.986975398
1,0.07664276865610775,0.9801084991
1,0.7247365459084129,12.24137931
1,0.5637022510358765,6.222634508
1,0.39271946948601566,3.986975398
1,0.619676038730591,6.222634508
1,0.7171491106302288,12.24137931
1,0.8138030894918618,12.24137931
1,0.19650937679241964,2.724409449
1,0.03609829252794028,0.8855140187
1,0.9794471452133683,12.24137931
1,0.2395755198627877,2.98094028
1,0.5823238115466367,6.222634508
1,0.5003216517097432,5.33744856
1,0.13931341538407305,2.713157895
1,0.8993782365307654,12.24137931
1,0.08023983047381933,0.9801084991
1,0.8592552142418656,12.24137931
1,0.9238170992116903,12.24137931
1,0.7193821892779144,12.24137931
