Simulation,Random Number,Mapped Casualty Value
1,0.2433839722153066,2.724409449
1,0.4069460266890671,2.98094028
1,0.5514538265256601,3.986975398
1,0.059747102259003815,0.887675507
1,0.8106734652603447,6.222634508
1,0.5518194826577384,3.986975398
1,0.49330267381470916,3.986975398
1,0.32321556995050027,2.724409449
1,0.17831674341359793,2.713157895
1,0.5254266069046005,3.986975398
1,0.7659519698831612,5.33744856
1,0.6622818233761124,5.33744856
1,0.8168581076679655,6.222634508
1,0.5170650202338414,3.986975398
1,0.47195696213270055,3.986975398
1,0.06188771371813295,0.887675507
1,0.8461512621370062,6.222634508
1,0.04078311526124234,0.8855140187
1,0.7394731876458938,5.33744856
1,0.06873759276256763,0.887675507
1,0.6958596643777166,5.33744856
1,0.2984602808074345,2.724409449
1,0.3859779018170597,2.98094028
1,0.506618787017985,3.986975398
1,0.8254909246349227,6.222634508
1,0.9439664833439682,6.222634508
1,0.5754928714373799,3.986975398
1,0.45499261158432547,3.986975398
1,0.6733809077294712,5.33744856
1,0.34672369423612714,2.98094028
1,0.8313301559290897,6.222634508
1,0.020165116202734645,0.4783950617
1,0.7225438496101493,5.33744856
1,0.849806397839214,6.222634508
1,0.9138421564012644,6.222634508
1,0.2786273171608161,2.724409449
1,0.5129806853877119,3.986975398
1,0.2753239910896689,2.724409449
1,0.03914922406768839,0.8855140187
1,0.9082208824515108,6.222634508
1,0.2550523484431556,2.724409449
1,0.7896091310387654,6.222634508
1,0.9542191418223416,6.222634508
1,0.9076092668082278,6.222634508
1,0.5025460405939675,3.986975398
1,0.9202111997437172,6.222634508
1,0.887423326597156,6.222634508
1,0.6369941088056623,5.33744856
1,0.24381695863892527,2.724409449
1,0.9201798722368347,6.222634508
1,0.08685702709370757,0.887675507
1,0.9512677812183273,6.222634508
1,0.9550785019278999,6.222634508
1,0.8410634909397182,6.222634508
1,0.6295495361005538,5.33744856
1,0.21141870470005242,2.713157895
1,0.31045063120012406,2.724409449
1,0.017149490771231957,0.4783950617
1,0.7721027118867602,5.33744856
1,0.21168851823674595,2.713157895
1,0.15028824595063883,2.713157895
1,0.528055110710826,3.986975398
